Dataset,Model,Songpath,PPT_TempoRange,Track_MeanTempo,F1-ori,P-ori,R-ori,F1-max,P-max,R-max,best_annshifts,F1 improve
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_8-3_Na06M.wav,30-300,97.330,0.722,0.599,0.907,0.722,0.599,0.907,"-10, -20, -30, -40, -50, 0",0.000
ASAP,RDB_SPPK,Chopin_Etudes_op_10_4_Kurz03M.wav,30-300,162.172,0.884,0.957,0.822,0.894,0.968,0.831,-50,0.010
ASAP,RDB_SPPK,Liszt_Gran_Etudes_de_Paganini_6_Theme_and_Variations_WangA07M.wav,30-300,94.837,0.682,0.646,0.723,0.691,0.654,0.732,20,0.009
ASAP,RDB_SPPK,Bach_Prelude_bwv_874_BianF01M.wav,30-300,89.185,0.538,0.403,0.813,0.538,0.403,0.813,"-10, -20, -30, -40, -50, 0",0.000
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_11-1_LiC03M.wav,30-300,148.419,0.897,0.944,0.854,0.914,0.962,0.870,-50,0.017
ASAP,RDB_SPPK,Bach_Fugue_bwv_857_WangA01M.wav,30-300,63.612,0.658,0.496,0.978,0.658,0.496,0.978,"-10, -20, 0, 10, 20, 30, 40",0.000
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_16-1_Khmara05M.wav,30-300,137.354,0.605,0.710,0.526,0.679,0.798,0.591,-60,0.074
ASAP,RDB_SPPK,Liszt_Transcendental_Etudes_5_WangY02M.wav,30-300,74.798,0.463,0.393,0.564,0.463,0.393,0.564,"-40, 0",0.000
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_21-1_no_repeat_Tetzloff05M.wav,30-300,150.251,0.652,0.876,0.520,0.652,0.876,0.520,"-50, 0, 10",0.000
ASAP,RDB_SPPK,Chopin_Etudes_op_25_12_BorickC04M.wav,30-300,130.919,0.459,0.743,0.332,0.505,0.818,0.366,-40,0.046
ASAP,RDB_SPPK,Bach_Fugue_bwv_860_Tetzloff04M.wav,30-300,64.025,0.500,0.340,0.948,0.500,0.340,0.948,"-10, -20, -30, -40, -50, -60, 0, 10, 20",0.000
ASAP,RDB_SPPK,Liszt_Transcendental_Etudes_10_LeungM06M.wav,30-300,94.552,0.528,0.482,0.585,0.533,0.486,0.590,"10, 20",0.005
ASAP,RDB_SPPK,Liszt_Gran_Etudes_de_Paganini_2_La_campanella_LeungR04M.wav,30-300,60.337,0.434,0.296,0.813,0.447,0.305,0.838,20,0.013
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_23-1_Guo03M.wav,30-300,110.373,0.598,0.607,0.589,0.607,0.616,0.598,-50,0.009
ASAP,RDB_SPPK,Chopin_Ballades_4_ChenC04M.wav,30-300,48.228,0.462,0.343,0.708,0.469,0.348,0.718,"-40, -50",0.007
ASAP,RDB_SPPK,Chopin_Etudes_op_10_10_WangH02M.wav,30-300,152.190,0.402,0.699,0.282,0.402,0.699,0.282,"-10, -20, 0",0.000
ASAP,RDB_SPPK,Bach_Fugue_bwv_848_SunY01M.wav,30-300,107.570,0.766,0.622,0.995,0.766,0.622,0.995,"-10, -20, -30, -40, -50, -60, 0, 10, 20, 30",0.000
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_17-1_no_repeat_WangH03M.wav,30-300,144.438,0.652,0.934,0.501,0.653,0.936,0.502,"-10, -20, -30",0.001
ASAP,RDB_SPPK,Chopin_Etudes_op_10_4_Sladek03M.wav,30-300,173.826,0.840,0.943,0.758,0.844,0.947,0.761,10,0.003
ASAP,RDB_SPPK,Bach_Fugue_bwv_874_BianF01.wav,30-300,35.568,0.059,0.038,0.141,0.382,0.242,0.909,"-1000, -940, -950, -960, -970, -980, -990",0.323
ASAP,RDB_SPPK,Chopin_Scherzos_31_TongB04M.wav,30-300,252.045,0.466,0.938,0.310,0.467,0.940,0.311,10,0.001
ASAP,RDB_SPPK,Liszt_Annees_de_pelerinage_2_1_Gondoliera_LeungM12M.wav,30-300,49.587,0.391,0.347,0.446,0.394,0.351,0.450,"10, 20",0.004
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_18-4_KOLESO06M.wav,30-300,177.986,0.799,0.928,0.702,0.830,0.963,0.729,-50,0.030
ASAP,RDB_SPPK,Balakirev_Islamey_Yi04M.wav,30-300,116.966,0.650,0.616,0.688,0.669,0.634,0.708,-60,0.019
ASAP,RDB_SPPK,Bach_Fugue_bwv_846_Shi05M.wav,30-300,45.070,0.534,0.366,0.991,0.534,0.366,0.991,"-10, -20, -30, -40, -50, -60, 0, 10, 20, 30, 40",0.000
ASAP,RDB_SPPK,Bach_Prelude_bwv_854_Richardson01M.wav,30-300,64.161,0.497,0.341,0.914,0.497,0.341,0.914,"-10, -20, -30, -40, -50, -60, 0, 10, 20, 30, 40",0.000
ASAP,RDB_SPPK,Chopin_Ballades_4_LuEric04M.wav,30-300,44.251,0.427,0.310,0.683,0.440,0.320,0.704,-40,0.013
ASAP,RDB_SPPK,Bach_Fugue_bwv_884_LiA01M.wav,30-300,204.838,0.801,0.961,0.687,0.807,0.967,0.692,-60,0.005
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_7-1_WangY01M.wav,30-300,135.613,0.683,0.693,0.673,0.690,0.700,0.681,-50,0.007
ASAP,RDB_SPPK,Bach_Fugue_bwv_867_Sham01M.wav,30-300,58.678,0.668,0.503,0.993,0.668,0.503,0.993,"-10, -20, -30, -40, -50, -60, 0, 10, 20, 30",0.000
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_30-1_TanakaM06M.wav,30-300,57.842,0.510,0.427,0.634,0.514,0.430,0.639,"-10, -20, -30, -40",0.004
ASAP,RDB_SPPK,Bach_Fugue_bwv_854_WangA01M.wav,30-300,110.846,0.898,0.821,0.991,0.898,0.821,0.991,"-10, -20, -30, -40, -50, -60, 0, 10, 540, 550",0.000
ASAP,RDB_SPPK,Schubert_Impromptu_op.90_D.899_3_Mizumoto07M.wav,30-300,67.318,0.458,0.468,0.449,0.461,0.471,0.452,30,0.003
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_9-3_Tysman05M.wav,30-300,81.062,0.667,0.546,0.855,0.667,0.546,0.855,"-10, 0, 10",0.000
ASAP,RDB_SPPK,Chopin_Etudes_op_25_1_LeeN03M.wav,30-300,88.026,0.677,0.797,0.588,0.688,0.811,0.598,"20, 30",0.012
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_31-1_Ahfat02M.wav,30-300,52.283,0.522,0.372,0.876,0.524,0.373,0.879,-30,0.002
ASAP,RDB_SPPK,Bach_Prelude_bwv_870_MaximovI01M.wav,30-300,53.144,0.506,0.386,0.737,0.506,0.386,0.737,0,0.000
ASAP,RDB_SPPK,Bach_Fugue_bwv_889_ZhangW02M.wav,30-300,76.329,0.662,0.512,0.936,0.669,0.517,0.945,"-40, -50, -60",0.006
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_27-1_MiyashitaM02M.wav,30-300,138.882,0.794,0.930,0.692,0.802,0.940,0.699,-60,0.008
ASAP,RDB_SPPK,Chopin_Etudes_op_10_5_LiA03M.wav,30-300,113.644,0.717,0.738,0.698,0.717,0.738,0.698,"0, 10, 20, 30",0.000
ASAP,RDB_SPPK,Bach_Fugue_bwv_883_Khmara04.wav,30-300,65.029,0.000,0.000,0.000,0.663,0.501,0.982,"-620, -630, -640, -650, -660, -670, -680, -690, -700",0.663
ASAP,RDB_SPPK,Bach_Prelude_bwv_889_YangY02M.wav,30-300,59.431,0.528,0.377,0.883,0.528,0.377,0.883,"-10, -20, -30, -40, -50, -60, 0, 10, 20, 30, 40",0.000
ASAP,RDB_SPPK,Beethoven_Piano_Sonatas_31-1_ADIG05M.wav,30-300,57.276,0.563,0.412,0.887,0.574,0.420,0.905,-50,0.011
